pdf, Part No.,Series Name,Size ( Dimension),Tolerance,T.C.R,Rated Power,Resistance Value
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0718RL,TR0402KR-0718RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),18
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071K1L,TR0402KR-071K1L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 100
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071K2L,TR0402KR-071K2L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 200
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071K3L,TR0402KR-071K3L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 300
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071K5L,TR0402KR-071K5L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 500
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071K6L,TR0402KR-071K6L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 600
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071K8L,TR0402KR-071K8L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 800
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071KL,TR0402KR-071KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071M1L,TR0402KR-071M1L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 100 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071M2L,TR0402KR-071M2L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 200 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071M3L,TR0402KR-071M3L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 300 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071M5L,TR0402KR-071M5L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 500 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071M6L,TR0402KR-071M6L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 600 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071M8L,TR0402KR-071M8L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 800 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071ML,TR0402KR-071ML,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1 000 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071R1L,TR0402KR-071R1L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1.1
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071R2L,TR0402KR-071R2L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1.2
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071R3L,TR0402KR-071R3L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1.3
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071R5L,TR0402KR-071R5L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1.5
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071R6L,TR0402KR-071R6L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1.6
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071R8L,TR0402KR-071R8L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1.8
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-071RL,TR0402KR-071RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),1
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07200KL,TR0402KR-07200KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),200 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07200RL,TR0402KR-07200RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),200
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0720KL,TR0402KR-0720KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),20 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0720RL,TR0402KR-0720RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),20
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07220KL,TR0402KR-07220KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),220 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07220RL,TR0402KR-07220RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),220
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0722KL,TR0402KR-0722KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),22 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0722RL,TR0402KR-0722RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),22
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07240KL,TR0402KR-07240KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),240 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07240RL,TR0402KR-07240RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),240
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0724KL,TR0402KR-0724KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),24 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0724RL,TR0402KR-0724RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),24
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07270KL,TR0402KR-07270KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),270 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07270RL,TR0402KR-07270RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),270
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0727KL,TR0402KR-0727KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),27 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0727RL,TR0402KR-0727RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),27
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-072K2L,TR0402KR-072K2L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),2 200
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-072K4L,TR0402KR-072K4L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),2 400
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-072K7L,TR0402KR-072K7L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),2 700
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-072KL,TR0402KR-072KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),2 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-072M2L,TR0402KR-072M2L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),2 200 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-072M4L,TR0402KR-072M4L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),2 400 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-072M7L,TR0402KR-072M7L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),2 700 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-072ML,TR0402KR-072ML,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),2 000 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-072R2L,TR0402KR-072R2L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),2.2
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-072R4L,TR0402KR-072R4L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),2.4
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-072R7L,TR0402KR-072R7L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),2.7
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-072RL,TR0402KR-072RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),2
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07300KL,TR0402KR-07300KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),300 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07300RL,TR0402KR-07300RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),300
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0730KL,TR0402KR-0730KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),30 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0730RL,TR0402KR-0730RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),30
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07330KL,TR0402KR-07330KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),330 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07330RL,TR0402KR-07330RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),330
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0733KL,TR0402KR-0733KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),33 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0733RL,TR0402KR-0733RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),33
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07360KL,TR0402KR-07360KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),360 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07360RL,TR0402KR-07360RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),360
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0736KL,TR0402KR-0736KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),36 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0736RL,TR0402KR-0736RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),36
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07390KL,TR0402KR-07390KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),390 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07390RL,TR0402KR-07390RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),390
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0739KL,TR0402KR-0739KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),39 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0739RL,TR0402KR-0739RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),39
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-073K3L,TR0402KR-073K3L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),3 300
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-073K6L,TR0402KR-073K6L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),3 600
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-073K9L,TR0402KR-073K9L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),3 900
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-073KL,TR0402KR-073KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),3 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-073M3L,TR0402KR-073M3L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),3 300 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-073M6L,TR0402KR-073M6L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),3 600 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-073M9L,TR0402KR-073M9L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),3 900 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-073ML,TR0402KR-073ML,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),3 000 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-073R3L,TR0402KR-073R3L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),3.3
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-073R6L,TR0402KR-073R6L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),3.6
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-073R9L,TR0402KR-073R9L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),3.9
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-073RL,TR0402KR-073RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),3
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07430KL,TR0402KR-07430KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),430 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07430RL,TR0402KR-07430RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),430
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0743KL,TR0402KR-0743KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),43 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0743RL,TR0402KR-0743RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),43
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07470KL,TR0402KR-07470KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),470 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07470RL,TR0402KR-07470RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),470
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0747KL,TR0402KR-0747KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),47 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0747RL,TR0402KR-0747RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),47
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-074K3L,TR0402KR-074K3L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),4 300
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-074K7L,TR0402KR-074K7L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),4 700
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-074M3L,TR0402KR-074M3L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),4 300 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-074M7L,TR0402KR-074M7L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),4 700 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-074R3L,TR0402KR-074R3L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),4.3
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-074R7L,TR0402KR-074R7L,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),4.7
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07510KL,TR0402KR-07510KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),510 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07510RL,TR0402KR-07510RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),510
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0751KL,TR0402KR-0751KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),51 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-0751RL,TR0402KR-0751RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),51
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07560KL,TR0402KR-07560KL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),560 000
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TR0402KR-07560RL,TR0402KR-07560RL,Trimmable Chip Resistor,0402 (1005),±10%,Based on Spec,1/16W (0.0625W),560
